0, 0, 255
0, 1, 254
0, 2, 251
0, 3, 247
0, 4, 242
0, 5, 236
0, 6, 230
0, 7, 224
0, 8, 217
0, 9, 211
0, 10, 204
0, 11, 196
0, 12, 190
0, 13, 184
0, 14, 178
0, 15, 171
0, 16, 164
0, 17, 157
0, 18, 150
0, 19, 143
0, 20, 136
0, 21, 131
0, 22, 127
0, 23, 123
0, 24, 119
0, 25, 114
0, 26, 109
0, 27, 104
0, 28, 99
0, 29, 94
0, 30, 87
0, 31, 82
0, 32, 78
0, 33, 75
0, 34, 71
0, 35, 64
0, 36, 59
0, 37, 59
0, 38, 58
0, 39, 59
0, 40, 60
0, 41, 61
0, 42, 62
0, 43, 62
0, 44, 61
0, 45, 60
0, 46, 59
0, 47, 58
0, 48, 58
0, 49, 57
0, 50, 57
0, 51, 55
0, 52, 54
0, 53, 51
0, 54, 47
0, 55, 43
0, 56, 44
0, 57, 43
0, 58, 46
0, 59, 46
0, 60, 47
0, 61, 47
0, 62, 44
0, 63, 40
0, 64, 35
0, 65, 36
0, 66, 41
0, 67, 46
0, 68, 51
0, 69, 55
0, 70, 61
0, 71, 67
0, 72, 73
0, 73, 78
0, 74, 84
0, 75, 90
0, 76, 96
0, 77, 100
0, 78, 102
0, 79, 104
0, 80, 104
0, 81, 104
0, 82, 105
0, 83, 106
0, 84, 107
0, 85, 108
0, 86, 109
0, 87, 109
0, 88, 108
0, 89, 108
0, 90, 108
0, 91, 106
0, 92, 103
0, 93, 100
0, 94, 95
0, 95, 91
0, 96, 84
0, 97, 77
0, 98, 69
0, 99, 66
1, 0, 255
1, 1, 254
1, 2, 251
1, 3, 246
1, 4, 241
1, 5, 236
1, 6, 230
1, 7, 223
1, 8, 217
1, 9, 210
1, 10, 204
1, 11, 196
1, 12, 190
1, 13, 184
1, 14, 178
1, 15, 171
1, 16, 164
1, 17, 156
1, 18, 150
1, 19, 143
1, 20, 135
1, 21, 130
1, 22, 126
1, 23, 123
1, 24, 118
1, 25, 114
1, 26, 108
1, 27, 104
1, 28, 99
1, 29, 94
1, 30, 87
1, 31, 82
1, 32, 78
1, 33, 75
1, 34, 70
1, 35, 64
1, 36, 59
1, 37, 58
1, 38, 58
1, 39, 58
1, 40, 59
1, 41, 60
1, 42, 61
1, 43, 61
1, 44, 61
1, 45, 59
1, 46, 59
1, 47, 57
1, 48, 57
1, 49, 57
1, 50, 56
1, 51, 55
1, 52, 53
1, 53, 51
1, 54, 47
1, 55, 43
1, 56, 43
1, 57, 43
1, 58, 45
1, 59, 46
1, 60, 47
1, 61, 47
1, 62, 44
1, 63, 40
1, 64, 35
1, 65, 36
1, 66, 41
1, 67, 46
1, 68, 50
1, 69, 55
1, 70, 61
1, 71, 66
1, 72, 72
1, 73, 78
1, 74, 83
1, 75, 89
1, 76, 94
1, 77, 99
1, 78, 101
1, 79, 103
1, 80, 103
1, 81, 103
1, 82, 104
1, 83, 106
1, 84, 107
1, 85, 107
1, 86, 109
1, 87, 109
1, 88, 108
1, 89, 108
1, 90, 107
1, 91, 106
1, 92, 103
1, 93, 100
1, 94, 95
1, 95, 90
1, 96, 84
1, 97, 77
1, 98, 70
1, 99, 66
2, 0, 252
2, 1, 251
2, 2, 248
2, 3, 244
2, 4, 239
2, 5, 234
2, 6, 228
2, 7, 222
2, 8, 216
2, 9, 209
2, 10, 203
2, 11, 195
2, 12, 189
2, 13, 183
2, 14, 177
2, 15, 170
2, 16, 163
2, 17, 156
2, 18, 149
2, 19, 143
2, 20, 135
2, 21, 130
2, 22, 125
2, 23, 122
2, 24, 118
2, 25, 113
2, 26, 108
2, 27, 104
2, 28, 99
2, 29, 93
2, 30, 87
2, 31, 81
2, 32, 77
2, 33, 74
2, 34, 70
2, 35, 64
2, 36, 59
2, 37, 58
2, 38, 57
2, 39, 57
2, 40, 58
2, 41, 59
2, 42, 59
2, 43, 60
2, 44, 59
2, 45, 59
2, 46, 58
2, 47, 57
2, 48, 57
2, 49, 57
2, 50, 56
2, 51, 55
2, 52, 53
2, 53, 50
2, 54, 47
2, 55, 43
2, 56, 42
2, 57, 41
2, 58, 44
2, 59, 46
2, 60, 46
2, 61, 45
2, 62, 43
2, 63, 39
2, 64, 35
2, 65, 35
2, 66, 40
2, 67, 45
2, 68, 49
2, 69, 53
2, 70, 59
2, 71, 65
2, 72, 71
2, 73, 76
2, 74, 81
2, 75, 87
2, 76, 92
2, 77, 96
2, 78, 99
2, 79, 101
2, 80, 102
2, 81, 102
2, 82, 104
2, 83, 105
2, 84, 106
2, 85, 107
2, 86, 108
2, 87, 108
2, 88, 107
2, 89, 108
2, 90, 107
2, 91, 106
2, 92, 103
2, 93, 100
2, 94, 95
2, 95, 90
2, 96, 84
2, 97, 78
2, 98, 70
2, 99, 66
3, 0, 249
3, 1, 248
3, 2, 245
3, 3, 241
3, 4, 237
3, 5, 232
3, 6, 226
3, 7, 220
3, 8, 214
3, 9, 208
3, 10, 201
3, 11, 194
3, 12, 187
3, 13, 181
3, 14, 175
3, 15, 169
3, 16, 162
3, 17, 155
3, 18, 149
3, 19, 142
3, 20, 134
3, 21, 129
3, 22, 124
3, 23, 120
3, 24, 116
3, 25, 112
3, 26, 108
3, 27, 103
3, 28, 99
3, 29, 93
3, 30, 87
3, 31, 81
3, 32, 77
3, 33, 73
3, 34, 69
3, 35, 64
3, 36, 58
3, 37, 57
3, 38, 57
3, 39, 56
3, 40, 57
3, 41, 58
3, 42, 59
3, 43, 60
3, 44, 60
3, 45, 59
3, 46, 57
3, 47, 57
3, 48, 57
3, 49, 56
3, 50, 56
3, 51, 55
3, 52, 53
3, 53, 50
3, 54, 47
3, 55, 44
3, 56, 41
3, 57, 41
